COUNTRY,CENTROID_LATITUDE,CENTROID_LONGITUDE,EVENT_TYPE,EVENTS
Djibouti,11.4008,42.1097,Riots,3
Djibouti,11.4008,42.1097,Violence against civilians,1
Djibouti,11.5493,43.055,Explosions/Remote violence,3
Djibouti,11.5493,43.055,Riots,18
Djibouti,11.5493,43.055,Violence against civilians,28
Djibouti,12.0315,42.5229,Explosions/Remote violence,4
Djibouti,12.0315,42.5229,Riots,2
Djibouti,12.0315,42.5229,Violence against civilians,3
Djibouti,12.2727,43.0381,Explosions/Remote violence,3
Djibouti,12.2727,43.0381,Riots,1
Djibouti,12.2727,43.0381,Violence against civilians,2
Egypt,23.5553,28.4427,Explosions/Remote violence,3
Egypt,23.5553,28.4427,Riots,3
Egypt,23.5553,28.4427,Violence against civilians,4
Egypt,23.6678,32.6917,Explosions/Remote violence,8
Egypt,23.6678,32.6917,Riots,30
Egypt,23.6678,32.6917,Violence against civilians,8
Egypt,25.5699,34.0472,Riots,3
Egypt,25.5699,34.0472,Violence against civilians,8
Egypt,25.6953,32.6877,Explosions/Remote violence,1
Egypt,25.6953,32.6877,Riots,20
Egypt,25.6953,32.6877,Violence against civilians,9
Egypt,26.0106,33.1299,Explosions/Remote violence,5
Egypt,26.0106,33.1299,Riots,24
Egypt,26.0106,33.1299,Violence against civilians,15
Egypt,26.7624,32.091,Explosions/Remote violence,1
Egypt,26.7624,32.091,Riots,20
Egypt,26.7624,32.091,Violence against civilians,9
Egypt,27.4036,31.7404,Explosions/Remote violence,5
Egypt,27.4036,31.7404,Riots,46
Egypt,27.4036,31.7404,Violence against civilians,21
Egypt,28.2126,30.9123,Explosions/Remote violence,2
Egypt,28.2126,30.9123,Riots,93
Egypt,28.2126,30.9123,Violence against civilians,41
Egypt,28.8262,33.9036,Explosions/Remote violence,16
Egypt,28.8262,33.9036,Riots,9
Egypt,28.8262,33.9036,Violence against civilians,11
Egypt,28.8383,30.8544,Explosions/Remote violence,3
Egypt,28.8383,30.8544,Riots,26
Egypt,28.8383,30.8544,Violence against civilians,13
Egypt,29.0541,29.4188,Explosions/Remote violence,69
Egypt,29.0541,29.4188,Riots,212
Egypt,29.0541,29.4188,Violence against civilians,67
Egypt,29.3407,30.6196,Explosions/Remote violence,24
Egypt,29.3407,30.6196,Riots,59
Egypt,29.3407,30.6196,Violence against civilians,15
Egypt,29.62,32.1268,Explosions/Remote violence,6
Egypt,29.62,32.1268,Riots,55
Egypt,29.62,32.1268,Violence against civilians,8
Egypt,29.7399,27.3972,Explosions/Remote violence,10
Egypt,29.7399,27.3972,Riots,11
Egypt,29.7399,27.3972,Violence against civilians,5
Egypt,30.0371,31.564,Explosions/Remote violence,103
Egypt,30.0371,31.564,Riots,559
Egypt,30.0371,31.564,Violence against civilians,269
Egypt,30.3305,31.2254,Explosions/Remote violence,16
Egypt,30.3305,31.2254,Riots,38
Egypt,30.3305,31.2254,Violence against civilians,21
Egypt,30.4275,33.6164,Explosions/Remote violence,1475
Egypt,30.4275,33.6164,Riots,35
Egypt,30.4275,33.6164,Violence against civilians,446
Egypt,30.4393,30.9287,Explosions/Remote violence,8
Egypt,30.4393,30.9287,Riots,24
Egypt,30.4393,30.9287,Violence against civilians,14
Egypt,30.538,31.9026,Explosions/Remote violence,6
Egypt,30.538,31.9026,Riots,31
Egypt,30.538,31.9026,Violence against civilians,24
Egypt,30.6333,31.7894,Explosions/Remote violence,29
Egypt,30.6333,31.7894,Riots,76
Egypt,30.6333,31.7894,Violence against civilians,38
Egypt,30.6904,30.3672,Explosions/Remote violence,16
Egypt,30.6904,30.3672,Riots,39
Egypt,30.6904,30.3672,Violence against civilians,23
Egypt,30.8111,29.7538,Explosions/Remote violence,26
Egypt,30.8111,29.7538,Riots,179
Egypt,30.8111,29.7538,Violence against civilians,55
Egypt,30.8397,31.0031,Explosions/Remote violence,20
Egypt,30.8397,31.0031,Riots,81
Egypt,30.8397,31.0031,Violence against civilians,15
Egypt,31.0263,32.4456,Explosions/Remote violence,4
Egypt,31.0263,32.4456,Riots,38
Egypt,31.0263,32.4456,Violence against civilians,11
Egypt,31.0381,31.5719,Explosions/Remote violence,7
Egypt,31.0381,31.5719,Riots,62
Egypt,31.0381,31.5719,Violence against civilians,16
Egypt,31.2787,30.9054,Explosions/Remote violence,2
Egypt,31.2787,30.9054,Riots,26
Egypt,31.2787,30.9054,Violence against civilians,6
Egypt,31.3191,31.692,Explosions/Remote violence,1
Egypt,31.3191,31.692,Riots,41
Egypt,31.3191,31.692,Violence against civilians,12
Equatorial Guinea,1.5033,11.1131,Riots,2
Equatorial Guinea,1.5033,11.1131,Violence against civilians,1
Equatorial Guinea,1.5862,10.2415,Violence against civilians,2
Equatorial Guinea,1.6351,9.7942,Violence against civilians,10
Equatorial Guinea,1.9497,11.1462,Violence against civilians,2
Equatorial Guinea,3.4273,8.6218,Violence against civilians,1
Equatorial Guinea,3.6467,8.7747,Riots,2
Equatorial Guinea,3.6467,8.7747,Violence against civilians,17
Eritrea,13.6878,41.6789,Explosions/Remote violence,10
Eritrea,13.6878,41.6789,Violence against civilians,4
Eritrea,14.842,39.0037,Explosions/Remote violence,24
Eritrea,14.842,39.0037,Riots,3
Eritrea,14.842,39.0037,Violence against civilians,14
Eritrea,15.2789,37.6309,Explosions/Remote violence,19
Eritrea,15.2789,37.6309,Violence against civilians,21
Eritrea,15.3673,38.8753,Explosions/Remote violence,10
Eritrea,15.3673,38.8753,Riots,1
Eritrea,15.3673,38.8753,Violence against civilians,17
Eritrea,16.1962,38.8403,Explosions/Remote violence,8
Eritrea,16.1962,38.8403,Riots,1
Eritrea,16.1962,38.8403,Violence against civilians,8
Eritrea,16.5419,37.5528,Violence against civilians,1
Ethiopia,5.8159,36.9868,Explosions/Remote violence,2
Ethiopia,5.8159,36.9868,Riots,21
Ethiopia,5.8159,36.9868,Violence against civilians,112
Ethiopia,6.6517,38.4779,Explosions/Remote violence,1
Ethiopia,6.6517,38.4779,Riots,9
Ethiopia,6.6517,38.4779,Violence against civilians,15
Ethiopia,6.7101,35.9426,Riots,3
Ethiopia,6.7101,35.9426,Violence against civilians,22
Ethiopia,6.9501,40.414,Explosions/Remote violence,111
Ethiopia,6.9501,40.414,Riots,258
Ethiopia,6.9501,40.414,Violence against civilians,1782
Ethiopia,7.2466,44.7279,Explosions/Remote violence,21
Ethiopia,7.2466,44.7279,Riots,23
Ethiopia,7.2466,44.7279,Violence against civilians,179
Ethiopia,7.4946,34.5213,Explosions/Remote violence,7
Ethiopia,7.4946,34.5213,Riots,12
Ethiopia,7.4946,34.5213,Violence against civilians,129
Ethiopia,7.7542,37.9226,Explosions/Remote violence,3
Ethiopia,7.7542,37.9226,Riots,22
Ethiopia,7.7542,37.9226,Violence against civilians,43
Ethiopia,8.9644,38.7756,Explosions/Remote violence,24
Ethiopia,8.9644,38.7756,Riots,67
Ethiopia,8.9644,38.7756,Violence against civilians,79
Ethiopia,9.2922,42.161,Explosions/Remote violence,3
Ethiopia,9.2922,42.161,Riots,9
Ethiopia,9.2922,42.161,Violence against civilians,9
Ethiopia,9.6257,41.8762,Explosions/Remote violence,6
Ethiopia,9.6257,41.8762,Riots,23
Ethiopia,9.6257,41.8762,Violence against civilians,18
Ethiopia,10.4739,35.3457,Explosions/Remote violence,2
Ethiopia,10.4739,35.3457,Riots,4
Ethiopia,10.4739,35.3457,Violence against civilians,141
Ethiopia,11.2414,38.3224,Explosions/Remote violence,295
Ethiopia,11.2414,38.3224,Riots,80
Ethiopia,11.2414,38.3224,Violence against civilians,728
Ethiopia,11.6905,40.8789,Explosions/Remote violence,28
Ethiopia,11.6905,40.8789,Riots,6
Ethiopia,11.6905,40.8789,Violence against civilians,59
Ethiopia,13.5505,39.1466,Explosions/Remote violence,113
Ethiopia,13.5505,39.1466,Riots,19
Ethiopia,13.5505,39.1466,Violence against civilians,230
Gabon,-3.1083,11.0798,Riots,2
Gabon,-1.6764,11.0255,Riots,2
Gabon,-1.6764,11.0255,Violence against civilians,1
Gabon,-1.5439,9.5926,Riots,9
Gabon,-1.5439,9.5926,Violence against civilians,7
Gabon,-1.2084,13.806,Riots,8
Gabon,-1.2084,13.806,Violence against civilians,2
Gabon,-0.7944,12.5326,Riots,4
Gabon,-0.7944,12.5326,Violence against civilians,1
Gabon,-0.5338,10.53,Riots,3
Gabon,0.2153,10.2443,Riots,53
Gabon,0.2153,10.2443,Violence against civilians,26
Gabon,0.3421,12.7103,Riots,3
Gabon,0.3421,12.7103,Violence against civilians,1
Gabon,1.2594,12.049,Riots,4
Gambia,13.2611,-16.5106,Explosions/Remote violence,3
Gambia,13.2611,-16.5106,Riots,27
Gambia,13.2611,-16.5106,Violence against civilians,21
Gambia,13.3994,-15.715,Violence against civilians,1
Gambia,13.4038,-14.1527,Riots,5
Gambia,13.4038,-14.1527,Violence against civilians,1
Gambia,13.4371,-16.6586,Riots,15
Gambia,13.4371,-16.6586,Violence against civilians,7
Gambia,13.452,-16.5951,Riots,21
Gambia,13.452,-16.5951,Violence against civilians,30
Gambia,13.4849,-16.1394,Explosions/Remote violence,1
Gambia,13.4849,-16.1394,Riots,6
Gambia,13.4849,-16.1394,Violence against civilians,4
Gambia,13.5585,-14.7635,Riots,3
Gambia,13.5585,-14.7635,Violence against civilians,1
Gambia,13.6653,-15.0315,Riots,3
Gambia,13.6653,-15.0315,Violence against civilians,2
Ghana,5.4397,-2.1021,Riots,57
Ghana,5.4397,-2.1021,Violence against civilians,20
Ghana,5.671,-1.1668,Riots,127
Ghana,5.671,-1.1668,Violence against civilians,45
Ghana,5.7588,-0.044,Riots,166
Ghana,5.7588,-0.044,Violence against civilians,102
Ghana,6.1691,-2.6438,Riots,20
Ghana,6.1691,-2.6438,Violence against civilians,8
Ghana,6.4597,-0.4578,Riots,108
Ghana,6.4597,-0.4578,Violence against civilians,48
Ghana,6.538,0.3966,Riots,34
Ghana,6.538,0.3966,Violence against civilians,14
Ghana,6.7397,-1.6246,Riots,225
Ghana,6.7397,-1.6246,Violence against civilians,67
Ghana,6.8601,-2.6162,Riots,15
Ghana,6.8601,-2.6162,Violence against civilians,12
Ghana,7.8128,-2.3616,Riots,28
Ghana,7.8128,-2.3616,Violence against civilians,18
Ghana,7.9332,0.2359,Riots,16
Ghana,7.9332,0.2359,Violence against civilians,23
Ghana,7.9818,-1.0907,Riots,30
Ghana,7.9818,-1.0907,Violence against civilians,12
Ghana,9.0381,-1.4921,Riots,31
Ghana,9.0381,-1.4921,Violence against civilians,13
Ghana,9.2774,0.0023,Riots,78
Ghana,9.2774,0.0023,Violence against civilians,36
Ghana,10.3248,-0.4365,Riots,29
Ghana,10.3248,-0.4365,Violence against civilians,28
Ghana,10.3473,-2.1993,Riots,28
Ghana,10.3473,-2.1993,Violence against civilians,14
Ghana,10.7258,-0.8191,Riots,31
Ghana,10.7258,-0.8191,Violence against civilians,71
Guinea,8.3957,-8.8968,Explosions/Remote violence,1
Guinea,8.3957,-8.8968,Riots,101
Guinea,8.3957,-8.8968,Violence against civilians,63
Guinea,9.6284,-13.55,Explosions/Remote violence,5
Guinea,9.6284,-13.55,Riots,416
Guinea,9.6284,-13.55,Violence against civilians,98
Guinea,10.1947,-13.0162,Explosions/Remote violence,5
Guinea,10.1947,-13.0162,Riots,113
Guinea,10.1947,-13.0162,Violence against civilians,66
Guinea,10.5159,-10.9742,Explosions/Remote violence,1
Guinea,10.5159,-10.9742,Riots,39
Guinea,10.5159,-10.9742,Violence against civilians,27
Guinea,10.5924,-12.0078,Explosions/Remote violence,1
Guinea,10.5924,-12.0078,Riots,65
Guinea,10.5924,-12.0078,Violence against civilians,13
Guinea,10.631,-9.3738,Riots,231
Guinea,10.631,-9.3738,Violence against civilians,39
Guinea,11.2631,-14.3108,Riots,106
Guinea,11.2631,-14.3108,Violence against civilians,10
Guinea,11.7208,-11.9367,Riots,93
Guinea,11.7208,-11.9367,Violence against civilians,23
Guinea-Bissau,11.3112,-15.1848,Riots,1
Guinea-Bissau,11.3112,-15.1848,Violence against civilians,1
Guinea-Bissau,11.6414,-14.9512,Explosions/Remote violence,1
Guinea-Bissau,11.6414,-14.9512,Riots,1
Guinea-Bissau,11.6414,-14.9512,Violence against civilians,1
Guinea-Bissau,11.8708,-15.6072,Explosions/Remote violence,1
Guinea-Bissau,11.8708,-15.6072,Riots,19
Guinea-Bissau,11.8708,-15.6072,Violence against civilians,38
Guinea-Bissau,11.8819,-15.778,Riots,3
Guinea-Bissau,11.8819,-15.778,Violence against civilians,2
Guinea-Bissau,12.1169,-14.1764,Riots,1
Guinea-Bissau,12.1342,-14.7503,Riots,1
Guinea-Bissau,12.1342,-14.7503,Violence against civilians,1
Guinea-Bissau,12.1953,-15.9849,Explosions/Remote violence,6
Guinea-Bissau,12.1953,-15.9849,Riots,3
Guinea-Bissau,12.1953,-15.9849,Violence against civilians,2
Guinea-Bissau,12.2875,-15.3387,Explosions/Remote violence,3
Guinea-Bissau,12.2875,-15.3387,Riots,2
Guinea-Bissau,12.2875,-15.3387,Violence against civilians,6
Ivory Coast,5.4147,-4.0667,Explosions/Remote violence,7
Ivory Coast,5.4147,-4.0667,Riots,317
Ivory Coast,5.4147,-4.0667,Violence against civilians,257
Ivory Coast,5.4582,-6.4504,Explosions/Remote violence,3
Ivory Coast,5.4582,-6.4504,Riots,21
Ivory Coast,5.4582,-6.4504,Violence against civilians,19
Ivory Coast,5.868,-4.173,Explosions/Remote violence,1
Ivory Coast,5.868,-4.173,Riots,79
Ivory Coast,5.868,-4.173,Violence against civilians,16
Ivory Coast,5.9057,-5.6397,Riots,55
Ivory Coast,5.9057,-5.6397,Violence against civilians,17
Ivory Coast,6.2209,-3.3134,Riots,56
Ivory Coast,6.2209,-3.3134,Violence against civilians,9
Ivory Coast,6.815,-5.2222,Explosions/Remote violence,1
Ivory Coast,6.815,-5.2222,Riots,25
Ivory Coast,6.815,-5.2222,Violence against civilians,4
Ivory Coast,6.8835,-7.6935,Explosions/Remote violence,8
Ivory Coast,6.8835,-7.6935,Riots,85
Ivory Coast,6.8835,-7.6935,Violence against civilians,97
Ivory Coast,7.0324,-6.2658,Explosions/Remote violence,4
Ivory Coast,7.0324,-6.2658,Riots,59
Ivory Coast,7.0324,-6.2658,Violence against civilians,24
Ivory Coast,7.1184,-4.5597,Riots,54
Ivory Coast,7.1184,-4.5597,Violence against civilians,10
Ivory Coast,8.3302,-4.6991,Explosions/Remote violence,2
Ivory Coast,8.3302,-4.6991,Riots,80
Ivory Coast,8.3302,-4.6991,Violence against civilians,25
Ivory Coast,8.3767,-6.5782,Riots,10
Ivory Coast,8.3767,-6.5782,Violence against civilians,4
Ivory Coast,8.5099,-3.2495,Explosions/Remote violence,6
Ivory Coast,8.5099,-3.2495,Riots,37
Ivory Coast,8.5099,-3.2495,Violence against civilians,41
Ivory Coast,9.4986,-7.4403,Riots,17
Ivory Coast,9.4986,-7.4403,Violence against civilians,6
Ivory Coast,9.6366,-5.5963,Explosions/Remote violence,4
Ivory Coast,9.6366,-5.5963,Riots,56
Ivory Coast,9.6366,-5.5963,Violence against civilians,16
Kenya,-4.1198,39.0631,Explosions/Remote violence,4
Kenya,-4.1198,39.0631,Riots,37
Kenya,-4.1198,39.0631,Violence against civilians,37
Kenya,-3.9968,39.6013,Explosions/Remote violence,14
Kenya,-3.9968,39.6013,Riots,183
Kenya,-3.9968,39.6013,Violence against civilians,108
Kenya,-3.4093,38.3726,Riots,43
Kenya,-3.4093,38.3726,Violence against civilians,17
Kenya,-3.1482,39.6705,Explosions/Remote violence,2
Kenya,-3.1482,39.6705,Riots,116
Kenya,-3.1482,39.6705,Violence against civilians,49
Kenya,-2.2514,37.8746,Riots,81
Kenya,-2.2514,37.8746,Violence against civilians,10
Kenya,-2.1176,36.7836,Explosions/Remote violence,2
Kenya,-2.1176,36.7836,Riots,107
Kenya,-2.1176,36.7836,Violence against civilians,28
Kenya,-2.0631,40.5438,Explosions/Remote violence,56
Kenya,-2.0631,40.5438,Riots,21
Kenya,-2.0631,40.5438,Violence against civilians,60
Kenya,-1.5601,38.371,Riots,69
Kenya,-1.5601,38.371,Violence against civilians,50
Kenya,-1.547,39.5517,Explosions/Remote violence,2
Kenya,-1.547,39.5517,Riots,18
Kenya,-1.547,39.5517,Violence against civilians,60
Kenya,-1.3019,36.827,Explosions/Remote violence,39
Kenya,-1.3019,36.827,Riots,1050
Kenya,-1.3019,36.827,Violence against civilians,370
Kenya,-1.2983,35.4705,Explosions/Remote violence,1
Kenya,-1.2983,35.4705,Riots,103
Kenya,-1.2983,35.4705,Violence against civilians,45
Kenya,-1.2768,37.3964,Explosions/Remote violence,1
Kenya,-1.2768,37.3964,Riots,179
Kenya,-1.2768,37.3964,Violence against civilians,34
Kenya,-1.0377,36.8469,Explosions/Remote violence,1
Kenya,-1.0377,36.8469,Riots,246
Kenya,-1.0377,36.8469,Violence against civilians,71
Kenya,-1.0193,34.3133,Riots,200
Kenya,-1.0193,34.3133,Violence against civilians,44
Kenya,-0.8302,37.0029,Explosions/Remote violence,1
Kenya,-0.8302,37.0029,Riots,99
Kenya,-0.8302,37.0029,Violence against civilians,27
Kenya,-0.7391,34.7541,Riots,187
Kenya,-0.7391,34.7541,Violence against civilians,39
Kenya,-0.6996,35.2353,Explosions/Remote violence,1
Kenya,-0.6996,35.2353,Riots,61
Kenya,-0.6996,35.2353,Violence against civilians,8
Kenya,-0.6507,34.933,Riots,55
Kenya,-0.6507,34.933,Violence against civilians,15
Kenya,-0.5677,34.3245,Riots,187
Kenya,-0.5677,34.3245,Violence against civilians,31
Kenya,-0.5309,37.6638,Riots,133
Kenya,-0.5309,37.6638,Violence against civilians,24
Kenya,-0.519,40.3211,Explosions/Remote violence,74
Kenya,-0.519,40.3211,Riots,47
Kenya,-0.519,40.3211,Violence against civilians,148
Kenya,-0.4675,37.3003,Riots,133
Kenya,-0.4675,37.3003,Violence against civilians,19
Kenya,-0.4613,36.0987,Riots,293
Kenya,-0.4613,36.0987,Violence against civilians,146
Kenya,-0.39,36.4954,Riots,34
Kenya,-0.39,36.4954,Violence against civilians,14
Kenya,-0.3154,36.9285,Riots,129
Kenya,-0.3154,36.9285,Violence against civilians,41
Kenya,-0.2362,35.4993,Riots,97
Kenya,-0.2362,35.4993,Violence against civilians,14
Kenya,-0.1962,34.7778,Explosions/Remote violence,1
Kenya,-0.1962,34.7778,Riots,268
Kenya,-0.1962,34.7778,Violence against civilians,58
Kenya,-0.1904,37.9609,Riots,49
Kenya,-0.1904,37.9609,Violence against civilians,13
Kenya,-0.052,34.2051,Riots,143
Kenya,-0.052,34.2051,Violence against civilians,23
Kenya,0.086,34.7073,Riots,46
Kenya,0.086,34.7073,Violence against civilians,13
Kenya,0.2256,35.1211,Riots,44
Kenya,0.2256,35.1211,Violence against civilians,11
Kenya,0.226,37.7775,Riots,146
Kenya,0.226,37.7775,Violence against civilians,76
Kenya,0.2877,36.7941,Riots,46
Kenya,0.2877,36.7941,Violence against civilians,83
Kenya,0.3747,34.2662,Riots,101
Kenya,0.3747,34.2662,Violence against civilians,25
Kenya,0.4879,35.306,Riots,123
Kenya,0.4879,35.306,Violence against civilians,40
Kenya,0.4979,34.8006,Riots,223
Kenya,0.4979,34.8006,Violence against civilians,40
Kenya,0.7197,36.0185,Explosions/Remote violence,4
Kenya,0.7197,36.0185,Riots,47
Kenya,0.7197,36.0185,Violence against civilians,161
Kenya,0.7429,35.5592,Riots,34
Kenya,0.7429,35.5592,Violence against civilians,98
Kenya,0.7842,34.7185,Riots,136
Kenya,0.7842,34.7185,Violence against civilians,52
Kenya,1.0427,38.7379,Explosions/Remote violence,3
Kenya,1.0427,38.7379,Riots,44
Kenya,1.0427,38.7379,Violence against civilians,125
Kenya,1.043,34.9838,Riots,94
Kenya,1.043,34.9838,Violence against civilians,41
Kenya,1.5413,36.9398,Explosions/Remote violence,1
Kenya,1.5413,36.9398,Riots,14
Kenya,1.5413,36.9398,Violence against civilians,128
Kenya,1.8902,35.2019,Explosions/Remote violence,6
Kenya,1.8902,35.2019,Riots,32
Kenya,1.8902,35.2019,Violence against civilians,100
Kenya,1.9224,40.0279,Explosions/Remote violence,31
Kenya,1.9224,40.0279,Riots,12
Kenya,1.9224,40.0279,Violence against civilians,77
Kenya,2.8854,37.7064,Explosions/Remote violence,3
