REGION,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,POPULATION_EXPOSURE,DISORDER_TYPE
North America,Protests,Peaceful protest,3,7658.0,Demonstrations
North America,Protests,Peaceful protest,3,10132.0,Demonstrations
North America,Protests,Peaceful protest,4,8304.0,Demonstrations
North America,Protests,Peaceful protest,7,16277.0,Demonstrations
North America,Protests,Peaceful protest,2,3574.0,Demonstrations
North America,Protests,Peaceful protest,4,15426.0,Demonstrations
North America,Protests,Peaceful protest,5,16568.0,Demonstrations
North America,Protests,Peaceful protest,3,10812.0,Demonstrations
North America,Protests,Peaceful protest,6,21870.0,Demonstrations
North America,Protests,Peaceful protest,4,12641.0,Demonstrations
North America,Protests,Peaceful protest,6,18987.0,Demonstrations
North America,Protests,Peaceful protest,2,9535.0,Demonstrations
North America,Protests,Peaceful protest,8,24324.0,Demonstrations
North America,Protests,Peaceful protest,2,7348.0,Demonstrations
North America,Protests,Peaceful protest,1,1194.0,Demonstrations
North America,Protests,Peaceful protest,1,2626.0,Demonstrations
North America,Protests,Peaceful protest,4,16876.0,Demonstrations
North America,Protests,Peaceful protest,3,10049.0,Demonstrations
North America,Protests,Peaceful protest,2,6078.0,Demonstrations
North America,Protests,Peaceful protest,1,2338.0,Demonstrations
North America,Protests,Peaceful protest,2,7872.0,Demonstrations
North America,Protests,Peaceful protest,1,2642.0,Demonstrations
North America,Protests,Peaceful protest,2,7824.0,Demonstrations
North America,Protests,Peaceful protest,1,8560.0,Demonstrations
North America,Protests,Peaceful protest,3,15804.0,Demonstrations
North America,Protests,Peaceful protest,2,4897.0,Demonstrations
North America,Protests,Peaceful protest,2,7244.0,Demonstrations
North America,Protests,Peaceful protest,2,8651.0,Demonstrations
North America,Protests,Peaceful protest,3,6294.0,Demonstrations
North America,Protests,Peaceful protest,4,13371.0,Demonstrations
North America,Protests,Peaceful protest,9,31852.0,Demonstrations
North America,Protests,Peaceful protest,4,9237.0,Demonstrations
North America,Protests,Peaceful protest,2,4533.0,Demonstrations
North America,Protests,Peaceful protest,2,6760.0,Demonstrations
North America,Protests,Peaceful protest,1,8560.0,Demonstrations
North America,Protests,Peaceful protest,3,11928.0,Demonstrations
North America,Protests,Peaceful protest,3,6760.0,Demonstrations
North America,Protests,Peaceful protest,3,6101.0,Demonstrations
North America,Protests,Peaceful protest,5,18283.0,Demonstrations
North America,Protests,Peaceful protest,5,16151.0,Demonstrations
North America,Protests,Peaceful protest,4,12664.0,Demonstrations
North America,Protests,Peaceful protest,2,7437.0,Demonstrations
North America,Protests,Peaceful protest,7,14912.0,Demonstrations
North America,Protests,Peaceful protest,10,28255.0,Demonstrations
North America,Protests,Peaceful protest,16,41851.0,Demonstrations
North America,Protests,Peaceful protest,4,10443.0,Demonstrations
North America,Protests,Peaceful protest,2,12780.0,Demonstrations
North America,Protests,Peaceful protest,3,8210.0,Demonstrations
North America,Protests,Peaceful protest,5,14444.0,Demonstrations
North America,Protests,Peaceful protest,4,7414.0,Demonstrations
North America,Protests,Peaceful protest,2,4864.0,Demonstrations
North America,Protests,Peaceful protest,2,4864.0,Demonstrations
North America,Protests,Peaceful protest,3,8641.0,Demonstrations
North America,Protests,Peaceful protest,1,4897.0,Demonstrations
North America,Protests,Peaceful protest,3,9895.0,Demonstrations
North America,Protests,Peaceful protest,4,17797.0,Demonstrations
North America,Protests,Peaceful protest,2,8560.0,Demonstrations
North America,Protests,Peaceful protest,4,9196.0,Demonstrations
North America,Protests,Peaceful protest,3,10250.0,Demonstrations
North America,Protests,Peaceful protest,4,16289.0,Demonstrations
North America,Protests,Peaceful protest,2,7414.0,Demonstrations
North America,Protests,Peaceful protest,1,2517.0,Demonstrations
North America,Protests,Peaceful protest,2,8651.0,Demonstrations
North America,Protests,Peaceful protest,2,13457.0,Demonstrations
North America,Protests,Peaceful protest,3,14667.0,Demonstrations
North America,Protests,Peaceful protest,3,9120.0,Demonstrations
North America,Protests,Peaceful protest,2,9513.0,Demonstrations
North America,Protests,Peaceful protest,1,4922.0,Demonstrations
North America,Protests,Peaceful protest,2,7451.0,Demonstrations
North America,Protests,Peaceful protest,4,11213.0,Demonstrations
North America,Protests,Peaceful protest,4,8660.0,Demonstrations
North America,Protests,Peaceful protest,3,7587.0,Demonstrations
North America,Protests,Peaceful protest,6,16531.0,Demonstrations
North America,Protests,Peaceful protest,4,7280.0,Demonstrations
North America,Protests,Peaceful protest,2,8190.0,Demonstrations
North America,Protests,Peaceful protest,3,13490.0,Demonstrations
North America,Protests,Peaceful protest,2,4911.0,Demonstrations
North America,Protests,Peaceful protest,4,18194.0,Demonstrations
North America,Protests,Peaceful protest,2,7943.0,Demonstrations
North America,Protests,Peaceful protest,5,17415.0,Demonstrations
North America,Protests,Peaceful protest,2,12107.0,Demonstrations
North America,Protests,Peaceful protest,5,23818.0,Demonstrations
North America,Protests,Peaceful protest,2,7943.0,Demonstrations
North America,Protests,Peaceful protest,3,14014.0,Demonstrations
North America,Protests,Peaceful protest,1,4922.0,Demonstrations
North America,Protests,Peaceful protest,2,7122.0,Demonstrations
North America,Protests,Peaceful protest,3,7122.0,Demonstrations
North America,Protests,Peaceful protest,3,9039.0,Demonstrations
North America,Protests,Peaceful protest,3,10472.0,Demonstrations
North America,Protests,Peaceful protest,5,14495.0,Demonstrations
North America,Protests,Peaceful protest,2,2358.0,Demonstrations
North America,Protests,Peaceful protest,2,6131.0,Demonstrations
North America,Protests,Peaceful protest,1,3604.0,Demonstrations
North America,Protests,Peaceful protest,1,2358.0,Demonstrations
North America,Protests,Peaceful protest,5,15665.0,Demonstrations
North America,Protests,Peaceful protest,2,4922.0,Demonstrations
North America,Protests,Peaceful protest,1,1487.0,Demonstrations
North America,Protests,Peaceful protest,2,6409.0,Demonstrations
North America,Protests,Peaceful protest,1,7067.0,Demonstrations
North America,Protests,Peaceful protest,4,7280.0,Demonstrations
North America,Protests,Peaceful protest,3,8422.0,Demonstrations
North America,Protests,Peaceful protest,1,3439.0,Demonstrations
North America,Protests,Peaceful protest,4,21972.0,Demonstrations
North America,Protests,Peaceful protest,5,22950.0,Demonstrations
North America,Protests,Peaceful protest,2,7475.0,Demonstrations
North America,Protests,Peaceful protest,4,14245.0,Demonstrations
North America,Protests,Peaceful protest,2,6302.0,Demonstrations
North America,Protests,Peaceful protest,4,12852.0,Demonstrations
North America,Protests,Peaceful protest,2,7280.0,Demonstrations
North America,Protests,Peaceful protest,1,4922.0,Demonstrations
North America,Protests,Peaceful protest,4,16044.0,Demonstrations
North America,Protests,Peaceful protest,1,3773.0,Demonstrations
North America,Protests,Peaceful protest,1,2651.0,Demonstrations
North America,Protests,Peaceful protest,1,2529.0,Demonstrations
North America,Protests,Peaceful protest,2,6302.0,Demonstrations
North America,Protests,Peaceful protest,4,13182.0,Demonstrations
North America,Protests,Peaceful protest,4,13582.0,Demonstrations
North America,Protests,Peaceful protest,8,24910.0,Demonstrations
North America,Protests,Peaceful protest,8,22736.0,Demonstrations
North America,Protests,Peaceful protest,5,11775.0,Demonstrations
North America,Protests,Peaceful protest,3,14868.0,Demonstrations
North America,Protests,Peaceful protest,4,20030.0,Demonstrations
North America,Protests,Peaceful protest,4,14905.0,Demonstrations
North America,Protests,Peaceful protest,5,20626.0,Demonstrations
North America,Protests,Peaceful protest,1,2264.0,Demonstrations
North America,Protests,Peaceful protest,6,10035.0,Demonstrations
North America,Protests,Peaceful protest,2,11132.0,Demonstrations
North America,Protests,Peaceful protest,4,17405.0,Demonstrations
North America,Protests,Peaceful protest,4,14367.0,Demonstrations
North America,Protests,Peaceful protest,7,32306.0,Demonstrations
North America,Protests,Peaceful protest,15,28256.0,Demonstrations
North America,Protests,Peaceful protest,5,17701.0,Demonstrations
North America,Protests,Peaceful protest,5,11758.0,Demonstrations
North America,Protests,Peaceful protest,2,6821.0,Demonstrations
North America,Protests,Peaceful protest,1,2796.0,Demonstrations
North America,Protests,Peaceful protest,5,11248.0,Demonstrations
North America,Protests,Peaceful protest,5,7641.0,Demonstrations
North America,Protests,Peaceful protest,1,8603.0,Demonstrations
